Date,Settle
2001-06-15,4.06436014175415
2001-06-18,3.999255895614624
2001-06-19,3.8783481121063232
2001-06-20,3.8690481185913086
2001-06-21,3.720237970352173
2001-06-22,3.720237970352173
2001-06-25,3.720237970352173
2001-06-26,3.7220981121063232
2001-06-27,3.6830360889434814
2001-06-28,3.6644349098205566
2001-06-29,3.8411459922790527
2001-07-02,3.6830360889434814
2001-07-03,3.554687976837158
2001-07-05,3.627232074737549
2001-07-06,3.6123509407043457
2001-07-09,3.5621280670166016
2001-07-10,3.3482139110565186
2001-07-11,3.3668150901794434
2001-07-12,3.3668150901794434
2001-07-13,3.476562976837158
2001-07-16,3.338913917541504
2001-07-17,3.271949052810669
2001-07-18,3.3184518814086914
2001-07-19,3.3761160373687744
2001-07-20,3.364954948425293
2001-07-23,3.3482139110565186
2001-07-24,3.3482139110565186
2001-07-25,3.5714290142059326
2001-07-26,3.5528268814086914
2001-07-27,3.4356400966644287
2001-07-30,3.4393599033355713
2001-07-31,3.3612349033355713
2001-08-01,3.3482139110565186
2001-08-02,3.3854169845581055
2001-08-03,3.338913917541504
2001-08-06,3.2738099098205566
2001-08-07,3.208704948425293
2001-08-08,3.16034197807312
2001-08-09,3.0189731121063232
2001-08-10,3.022692918777466
2001-08-13,2.9761900901794434
2001-08-14,3.00409197807312
2001-08-15,3.1436009407043457
2001-08-16,3.1175599098205566
2001-08-17,3.0970981121063232
2001-08-20,3.1361610889434814
2001-08-21,3.1063990592956543
2001-08-22,3.095237970352173
2001-08-23,3.0654759407043457
2001-08-24,3.017112970352173
2001-08-27,3.0691959857940674
2001-08-28,3.0598959922790527
2001-08-29,3.0543150901794434
2001-08-30,2.974329948425293
2001-08-31,3.026413917541504
2001-09-04,3.110119104385376
2001-09-05,3.0691959857940674
2001-09-06,2.9947919845581055
2001-09-07,2.948288917541504
2001-09-10,2.896204948425293
2001-09-17,2.5855650901794434
2001-09-18,2.6488099098205566
2001-09-19,2.6041669845581055
2001-09-20,2.650670051574707
2001-09-21,2.6041669845581055
2001-09-24,2.6041669845581055
2001-09-25,2.401413917541504
2001-09-26,2.139137029647827
2001-09-27,2.1949400901794434
2001-09-28,2.148437976837158
2001-10-01,2.1130950450897217
2001-10-02,2.103795051574707
2001-10-03,2.2284231185913086
2001-10-04,2.3121280670166016
2001-10-05,2.1856400966644287
2001-10-08,2.250744104385376
2001-10-09,2.260045051574707
2001-10-10,2.364211082458496
2001-10-11,2.5502231121063232
2001-10-12,2.436755895614624
2001-10-15,2.353050947189331
2001-10-16,2.3456099033355713
2001-10-17,2.3251490592956543
2001-10-18,2.34375
2001-10-19,2.353050947189331
2001-10-22,2.3995540142059326
2001-10-23,2.4386160373687744
2001-10-24,2.421875
2001-10-25,2.5111610889434814
2001-10-26,2.557663917541504
2001-10-29,2.529762029647827
2001-10-30,2.4832589626312256
2001-10-31,2.436755895614624
2001-11-01,2.4181549549102783
2001-11-02,2.4832589626312256
2001-11-05,2.5669639110565186
2001-11-06,2.5520830154418945
2001-11-07,2.533482074737549
2001-11-08,2.5223209857940674
2001-11-09,2.548362970352173
2001-11-12,2.539062976837158
2001-11-13,2.533482074737549
2001-11-14,2.514880895614624
2001-11-15,2.4200150966644287
2001-11-16,2.446057081222534
2001-11-19,2.529762029647827
2001-11-20,2.46465802192688
2001-11-21,2.45721697807312
2001-11-23,2.460937976837158
2001-11-26,2.455357074737549
2001-11-27,2.436755895614624
2001-11-28,2.4200150966644287
2001-11-29,2.382812976837158
2001-11-30,2.3456099033355713
2001-12-03,2.3251490592956543
2001-12-04,2.3251490592956543
2001-12-05,2.451637029647827
2001-12-06,2.436755895614624
2001-12-07,2.46465802192688
2001-12-10,2.455357074737549
2001-12-11,2.4739580154418945
2001-12-12,2.46465802192688
2001-12-13,2.466517925262451
2001-12-14,2.45721697807312
2001-12-17,2.451637029647827
2001-12-18,2.4720981121063232
2001-12-19,2.622767925262451
2001-12-20,2.8738839626312256
2001-12-21,2.851562976837158
2001-12-24,2.8738839626312256
2001-12-26,2.9017860889434814
2001-12-27,2.9557290077209473
2001-12-28,3.022692918777466
2001-12-31,3.0598959922790527
2002-01-02,3.0691959857940674
2002-01-03,3.1622018814086914
2002-01-04,3.188244104385376
2002-01-07,3.139880895614624
2002-01-08,2.9854910373687744
2002-01-09,2.963170051574707
2002-01-10,2.9278268814086914
2002-01-11,2.8831849098205566
2002-01-14,2.827380895614624
2002-01-15,2.8292410373687744
2002-01-16,2.7845981121063232
2002-01-17,2.689732074737549
2002-01-18,2.734375
2002-01-22,2.77715802192688
2002-01-23,2.7659969329833984
2002-01-24,2.8385419845581055
2002-01-25,2.8924849033355713
2002-01-28,2.9073660373687744
2002-01-29,2.911086082458496
2002-01-30,2.9092259407043457
2002-01-31,2.948288917541504
2002-02-01,3.0003719329833984
2002-02-04,2.974329948425293
2002-02-05,3.007812976837158
2002-02-06,2.9947919845581055
2002-02-07,2.998512029647827
2002-02-08,3.1622018814086914
2002-02-11,3.2645089626312256
2002-02-12,3.2793900966644287
2002-02-13,3.3184518814086914
2002-02-14,3.3482139110565186
2002-02-15,3.28125
2002-02-19,3.2552080154418945
2002-02-20,3.2682290077209473
2002-02-21,3.227307081222534
2002-02-22,3.2942709922790527
2002-02-25,3.359375
2002-02-26,3.3816959857940674
2002-02-27,3.4691219329833984
2002-02-28,3.461682081222534
2002-03-01,3.524925947189331
2002-03-04,3.6793150901794434
2002-03-05,3.617932081222534
2002-03-06,3.6458330154418945
2002-03-07,3.716517925262451
2002-03-08,3.7760419845581055
2002-03-11,3.813244104385376
2002-03-12,3.7574400901794434
2002-03-13,3.705357074737549
2002-03-14,3.6979169845581055
2002-03-15,3.623512029647827
2002-03-18,3.608630895614624
2002-03-19,3.5825889110565186
2002-03-20,3.5807290077209473
2002-03-21,3.5863099098205566
2002-03-22,3.524925947189331
2002-03-25,3.5026040077209473
2002-03-26,3.521204948425293
2002-03-27,3.7127981185913086
2002-03-28,3.70721697807312
2002-04-01,3.8504459857940674
2002-04-02,3.813244104385376
2002-04-03,3.7127981185913086
2002-04-04,3.608630895614624
2002-04-05,3.614211082458496
2002-04-08,3.720237970352173
2002-04-09,3.716517925262451
2002-04-10,3.78534197807312
2002-04-11,3.75
2002-04-12,3.662574052810669
2002-04-15,3.701637029647827
2002-04-16,3.794642925262451
2002-04-17,3.7630209922790527
2002-04-18,3.848586082458496
2002-04-19,3.861607074737549
2002-04-22,3.857887029647827
2002-04-23,3.999255895614624
2002-04-24,4.001115798950195
2002-04-25,4.276413917541504
2002-04-26,4.231770992279053
2002-04-29,4.213170051574707
2002-04-30,4.231770992279053
2002-05-01,4.296875
2002-05-02,4.28757381439209
2002-05-03,4.2708330154418945
2002-05-06,4.073660850524902
2002-05-07,4.066219806671143
2002-05-08,4.175967216491699
2002-05-09,4.194568157196045
2002-05-10,4.268972873687744
2002-05-13,4.278274059295654
2002-05-14,4.389881134033203
2002-05-15,4.343378067016602
2002-05-16,4.371280193328857
2002-05-17,4.250371932983398
2002-05-20,4.045759201049805
2002-05-21,3.9880950450897217
2002-05-22,4.081100940704346
2002-05-23,4.14992618560791
2002-05-24,4.13876485824585
2002-05-28,4.136905193328857
2002-05-29,4.159225940704346
2002-05-30,4.205729007720947
2002-05-31,4.175967216491699
2002-06-03,4.094121932983398
2002-06-04,4.1666669845581055
2002-06-05,4.109003067016602
2002-06-06,4.13876485824585
2002-06-07,3.999255895614624
2002-06-10,3.989954948425293
2002-06-11,3.813244104385376
2002-06-12,3.9285709857940674
2002-06-13,3.9378719329833984
2002-06-14,3.9918150901794434
2002-06-17,3.9825150966644287
2002-06-18,4.001115798950195
2002-06-19,3.9527530670166016
2002-06-20,3.90625
2002-06-21,3.798362970352173
2002-06-24,3.8318450450897217
2002-06-25,3.818824052810669
2002-06-26,3.798362970352173
2002-06-27,3.720237970352173
2002-06-28,3.861607074737549
2002-07-01,3.7816219329833984
2002-07-02,3.5193450450897217
2002-07-03,3.6458330154418945
2002-07-05,3.701637029647827
2002-07-08,3.617932081222534
2002-07-09,3.6700150966644287
2002-07-10,3.6458330154418945
2002-07-11,3.4598209857940674
2002-07-12,3.446800947189331
2002-07-15,3.374255895614624
2002-07-16,3.39471697807312
2002-07-17,3.338913917541504
2002-07-18,3.3314731121063232
2002-07-19,3.2645089626312256
2002-07-22,3.0691959857940674
2002-07-23,2.885045051574707
2002-07-24,3.110119104385376
2002-07-25,3.227307081222534
2002-07-26,3.236607074737549
2002-07-29,3.545387029647827
2002-07-30,3.5342259407043457
2002-07-31,3.4412200450897217
2002-08-01,3.374255895614624
2002-08-02,3.232887029647827
2002-08-05,3.1529018878936768
2002-08-06,3.311012029647827
2002-08-07,3.296130895614624
2002-08-08,3.515625
2002-08-09,3.4747018814086914
2002-08-12,3.710937976837158
2002-08-13,3.5658481121063232
2002-08-14,3.5081849098205566
2002-08-15,3.7034969329833984
2002-08-16,3.6886160373687744
2002-08-19,3.7760419845581055
2002-08-20,3.6123509407043457
2002-08-21,3.696057081222534
2002-08-22,3.7388389110565186
2002-08-23,3.554687976837158
2002-08-26,3.6830360889434814
2002-08-27,3.515625
2002-08-28,3.3426339626312256
2002-08-29,3.3761160373687744
2002-08-30,3.4151790142059326
2002-09-03,3.232887029647827
2002-09-04,3.2626490592956543
2002-09-05,3.2291669845581055
2002-09-06,3.3612349033355713
2002-09-09,3.398437976837158
2002-09-10,3.5193450450897217
2002-09-11,3.5342259407043457
2002-09-12,3.417038917541504
2002-09-13,3.4337799549102783
2002-09-16,3.4449400901794434
2002-09-17,3.3482139110565186
2002-09-18,3.353795051574707
2002-09-19,3.325892925262451
2002-09-20,3.2552080154418945
2002-09-23,3.242187976837158
2002-09-24,3.164062976837158
2002-09-25,3.39471697807312
2002-09-26,3.32403302192688
2002-09-27,3.1287200450897217
2002-09-30,3.1175599098205566
2002-10-01,3.1752231121063232
2002-10-02,3.2775299549102783
2002-10-03,3.2886900901794434
2002-10-04,3.2700889110565186
2002-10-07,3.178942918777466
2002-10-08,3.1566219329833984
2002-10-09,3.1063990592956543
2002-10-10,3.16778302192688
2002-10-11,3.3072919845581055
2002-10-14,3.404017925262451
2002-10-15,3.5230650901794434
2002-10-16,3.4970240592956543
2002-10-17,3.5900299549102783
2002-10-18,3.5677080154418945
2002-10-21,3.560267925262451
2002-10-22,3.383557081222534
2002-10-23,3.5193450450897217
2002-10-24,3.431920051574707
2002-10-25,3.2793900966644287
2002-10-28,3.379836082458496
2002-10-29,3.39471697807312
2002-10-30,3.4449400901794434
2002-10-31,3.4412200450897217
2002-11-01,3.55096697807312
2002-11-04,3.536086082458496
2002-11-05,3.4895830154418945
2002-11-06,3.603050947189331
2002-11-07,3.4970240592956543
2002-11-08,3.452380895614624
2002-11-11,3.3426339626312256
